"numero_empenho","ano_empenho","data_empenho","tipo_licitacao","numero_processo","codigo_orgao","descricao_orgao","codigo_unidade","descricao_unidade","codigo_funcao","descricao_funcao","codigo_subfuncao","descricao_subfuncao","codigo_programa","descricao_programa","codigo_projeto","descricao_projeto","codigo_recurso","descricao_recurso","favorecido","cnpjcpf_favorecido","descricao_item","quantidade_item","valor_unitario_item","valor_total_itens","valor_empenho","valor_liquidado","valor_pago"
"3669",2020,"2020-07-09","DISPENSA DE LICITAÇÃO","010294/2020-41",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","PROLIMP PRODUTOS E SERVIÇOS EIRELI","40764896000108","LIXEIRA","80.00","89.90","7192.00","56435.20","0.00","0.00"
"3669",2020,"2020-07-09","DISPENSA DE LICITAÇÃO","010294/2020-41",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","PROLIMP PRODUTOS E SERVIÇOS EIRELI","40764896000108","SUPORTE PARA ROLO DE PAPEL HIGIENICO","100.00","59.85","5985.00","56435.20","0.00","0.00"
"3669",2020,"2020-07-09","DISPENSA DE LICITAÇÃO","010294/2020-41",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","PROLIMP PRODUTOS E SERVIÇOS EIRELI","40764896000108","SUPORTE PARA ROLO DE PAPEL HIGIENICO","100.00","59.85","5985.00","56435.20","0.00","0.00"
"3669",2020,"2020-07-09","DISPENSA DE LICITAÇÃO","010294/2020-41",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","PROLIMP PRODUTOS E SERVIÇOS EIRELI","40764896000108","BORRIFADOR","200.00","7.98","1596.00","56435.20","0.00","0.00"
"3669",2020,"2020-07-09","DISPENSA DE LICITAÇÃO","010294/2020-41",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","PROLIMP PRODUTOS E SERVIÇOS EIRELI","40764896000108","BORRIFADOR","200.00","7.98","1596.00","56435.20","0.00","0.00"
"3308",2020,"2020-06-10","DISPENSA DE LICITAÇÃO","009766/2020-13",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","CIRUFARMA COMERCIAL LTDA","40787152000109","LUVA","3000.00","43.95","131850.00","571350.00","571350.00","571350.00"
"3308",2020,"2020-06-10","DISPENSA DE LICITAÇÃO","009766/2020-13",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","CIRUFARMA COMERCIAL LTDA","40787152000109","LUVA","3000.00","43.95","131850.00","571350.00","571350.00","571350.00"
"3308",2020,"2020-06-10","DISPENSA DE LICITAÇÃO","009766/2020-13",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","CIRUFARMA COMERCIAL LTDA","40787152000109","LUVA","3000.00","43.95","131850.00","571350.00","571350.00","571350.00"
"3308",2020,"2020-06-10","DISPENSA DE LICITAÇÃO","009766/2020-13",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","CIRUFARMA COMERCIAL LTDA","40787152000109","LUVA","3000.00","43.95","131850.00","571350.00","571350.00","571350.00"
"3308",2020,"2020-06-10","DISPENSA DE LICITAÇÃO","009766/2020-13",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","CIRUFARMA COMERCIAL LTDA","40787152000109","LUVA","3000.00","43.95","131850.00","571350.00","571350.00","571350.00"
"3308",2020,"2020-06-10","DISPENSA DE LICITAÇÃO","009766/2020-13",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","CIRUFARMA COMERCIAL LTDA","40787152000109","LUVA","3000.00","43.95","131850.00","571350.00","571350.00","571350.00"
"3308",2020,"2020-06-10","DISPENSA DE LICITAÇÃO","009766/2020-13",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","CIRUFARMA COMERCIAL LTDA","40787152000109","LUVA","7000.00","43.95","307650.00","571350.00","571350.00","571350.00"
"3308",2020,"2020-06-10","DISPENSA DE LICITAÇÃO","009766/2020-13",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","CIRUFARMA COMERCIAL LTDA","40787152000109","LUVA","7000.00","43.95","307650.00","571350.00","571350.00","571350.00"
"3308",2020,"2020-06-10","DISPENSA DE LICITAÇÃO","009766/2020-13",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","CIRUFARMA COMERCIAL LTDA","40787152000109","LUVA","7000.00","43.95","307650.00","571350.00","571350.00","571350.00"
"3527",2020,"2020-07-02","DISPENSA DE LICITAÇÃO","10047/2020-45",29,"SECRETARIA MUNICIPAL DO MEIO AMBIENTE E URBANISMO",1,"GABINETE DO SECRETÁRIO/SEMURB",15,"URBANISMO",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1078,"SEMURB - NATAL NO COMBATE AO NOVO CORONA",10010001,"ORDINÁRIOS - COVID","A B COMPUTAÇÃO - IMPORTAÇÃO E EXPORTAÇÃO","02737691000136","TABLET","10.00","2199.00","21990.00","21990.00","21990.00","0.00"
"3527",2020,"2020-07-02","DISPENSA DE LICITAÇÃO","10047/2020-45",29,"SECRETARIA MUNICIPAL DO MEIO AMBIENTE E URBANISMO",1,"GABINETE DO SECRETÁRIO/SEMURB",15,"URBANISMO",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1078,"SEMURB - NATAL NO COMBATE AO NOVO CORONA",10010001,"ORDINÁRIOS - COVID","A B COMPUTAÇÃO - IMPORTAÇÃO E EXPORTAÇÃO","02737691000136","TABLET","10.00","2199.00","21990.00","21990.00","21990.00","0.00"
"3441",2020,"2020-06-22","DISPENSA DE LICITAÇÃO","08913/2020-38",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","ANDREA FARIAS DE SOUZA ARAUJO ME","14708968000181","POLTRONA","50.00","650.00","32500.00","32500.00","0.00","0.00"
"3441",2020,"2020-06-22","DISPENSA DE LICITAÇÃO","08913/2020-38",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","ANDREA FARIAS DE SOUZA ARAUJO ME","14708968000181","POLTRONA","50.00","650.00","32500.00","32500.00","0.00","0.00"
"4196",2020,"2020-08-06","DISPENSA DE LICITAÇÃO","8913/2020-38",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","ANDREA FARIAS DE SOUZA ARAUJO ME","14708968000181","POLTRONA","50.00","650.00","32500.00","32500.00","0.00","0.00"
"4302",2020,"2020-08-13","DISPENSA DE LICITAÇÃO","010034/2020-76",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","PROLIMP PRODUTOS E SERVIÇOS EIRELI","40764896000108","ÁGUA SANITÁRIA","600.00","5.85","3510.00","677997.70","677997.70","0.00"
"4302",2020,"2020-08-13","DISPENSA DE LICITAÇÃO","010034/2020-76",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","PROLIMP PRODUTOS E SERVIÇOS EIRELI","40764896000108","ÁGUA SANITÁRIA","600.00","5.85","3510.00","677997.70","677997.70","0.00"
"4302",2020,"2020-08-13","DISPENSA DE LICITAÇÃO","010034/2020-76",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","PROLIMP PRODUTOS E SERVIÇOS EIRELI","40764896000108","ÁLCOOL","160.00","89.97","14395.20","677997.70","677997.70","0.00"
"4302",2020,"2020-08-13","DISPENSA DE LICITAÇÃO","010034/2020-76",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","PROLIMP PRODUTOS E SERVIÇOS EIRELI","40764896000108","ÁLCOOL","160.00","89.97","14395.20","677997.70","677997.70","0.00"
"4302",2020,"2020-08-13","DISPENSA DE LICITAÇÃO","010034/2020-76",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","PROLIMP PRODUTOS E SERVIÇOS EIRELI","40764896000108","CARRO","20.00","768.95","15379.00","677997.70","677997.70","0.00"
"4302",2020,"2020-08-13","DISPENSA DE LICITAÇÃO","010034/2020-76",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","PROLIMP PRODUTOS E SERVIÇOS EIRELI","40764896000108","CARRO","20.00","768.95","15379.00","677997.70","677997.70","0.00"
"4302",2020,"2020-08-13","DISPENSA DE LICITAÇÃO","010034/2020-76",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","PROLIMP PRODUTOS E SERVIÇOS EIRELI","40764896000108","COPO PLASTICO","200.00","79.89","15978.00","677997.70","677997.70","0.00"
"4302",2020,"2020-08-13","DISPENSA DE LICITAÇÃO","010034/2020-76",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","PROLIMP PRODUTOS E SERVIÇOS EIRELI","40764896000108","COPO PLASTICO","200.00","79.89","15978.00","677997.70","677997.70","0.00"
"4302",2020,"2020-08-13","DISPENSA DE LICITAÇÃO","010034/2020-76",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","PROLIMP PRODUTOS E SERVIÇOS EIRELI","40764896000108","COPO PLASTICO","50.00","75.45","3772.50","677997.70","677997.70","0.00"
"4302",2020,"2020-08-13","DISPENSA DE LICITAÇÃO","010034/2020-76",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","PROLIMP PRODUTOS E SERVIÇOS EIRELI","40764896000108","COPO PLASTICO","50.00","75.45","3772.50","677997.70","677997.70","0.00"
"4302",2020,"2020-08-13","DISPENSA DE LICITAÇÃO","010034/2020-76",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","PROLIMP PRODUTOS E SERVIÇOS EIRELI","40764896000108","DESINFETANTE","200.00","198.87","39774.00","677997.70","677997.70","0.00"
"4302",2020,"2020-08-13","DISPENSA DE LICITAÇÃO","010034/2020-76",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","PROLIMP PRODUTOS E SERVIÇOS EIRELI","40764896000108","DESINFETANTE","200.00","198.87","39774.00","677997.70","677997.70","0.00"
"4302",2020,"2020-08-13","DISPENSA DE LICITAÇÃO","010034/2020-76",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","PROLIMP PRODUTOS E SERVIÇOS EIRELI","40764896000108","DETERGENTE","160.00","37.98","6076.80","677997.70","677997.70","0.00"
"4302",2020,"2020-08-13","DISPENSA DE LICITAÇÃO","010034/2020-76",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","PROLIMP PRODUTOS E SERVIÇOS EIRELI","40764896000108","DETERGENTE","160.00","37.98","6076.80","677997.70","677997.70","0.00"
